Informe Completo;;;;;;;;;;;;;;;
Tipo : Acciones;;;;;;;;;;;;;;;
Pais: EEUU;;;;;;;;;;;;;;;
Fecha de creación : 28/1/2022;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Nombre;Ref.;Ingresos Totales;;;;;;;;Rentabilidad sobre fondos propios TTM;;Precio/Venta TTM;;Recomendación;URL
;;fecha;monto;fecha;monto;fecha;monto;fecha;monto;Empresa;Industria;Empresa;Industria;;
Shiseido Company Ltd;SSDOY;2021- 30/09;237686;2021- 30/06;263676;2021- 31/03;244011;2020- 31/12;267213;5.48;14.48;2.31;5.93;-;https://es.investing.com/equities/shiseido-company-ltd
Expeditors International of Washington Inc;EXPD;2021- 30/09;4319.26;2021- 30/06;3609.09;2021- 31/03;3198.82;2020- 31/12;3169.19;34.98;13.33;1.31;1.89;-;https://es.investing.com/equities/expeditors-intl-wash-inc
Beiersdorf AG ADR;BDRFY;2021- 30/06;3874;2020- 31/12;3576;2020- 30/06;3449;2019- 31/12;3816;9.29;9.29;3.09;3.09;-;https://es.investing.com/equities/beiersdorf-adr
Sonova Holding AG;SONVY;2021- 30/09;1603.8;2021- 31/03;1532.3;2020- 30/09;1069.6;2020- 31/03;1490.6;15.77;9.63;6.53;10.77;-;https://es.investing.com/equities/sonova-holding-ag
Kerry Group PLC ADR;KRYAY;2021- 30/06;3582.1;2020- 31/12;3539.4;2020- 30/06;3414;2019- 31/12;3672.4;7.17;7.05;2.76;2.37;-;https://es.investing.com/equities/kerry-group-plc-pk
Ameren Corp;AEE;2021- 30/09;1811;2021- 30/06;1472;2021- 31/03;1566;2020- 31/12;1328;3.26;2.84;3.6;2.62;-;https://es.investing.com/equities/ameren-corp
China Mengniu Dairy Co Ltd ADR;CIADY;2021- 30/06;45905.21;2020- 31/12;38501.39;2020- 30/06;37533.46;2019- 31/12;39172.62;10.45;17.83;1.77;2.22;-;https://es.investing.com/equities/china-mengniu-dairy-co-ltd-adr
Brookfield Property Partners LP PR;BPYPN;2021- 30/09;1821;2021- 30/06;1660;2021- 31/03;1450;2020- 31/12;1620;2.81;3.48;0.03;214.02;-;https://es.investing.com/equities/brookfield-property-partners-lp-pr
ZTO Express (Cayman) Inc;ZTO;2021- 30/09;7390.72;2021- 30/06;7325.06;2021- 31/03;6472.54;2020- 31/12;8257.14;8.87;13.33;5.31;1.89;Vender;https://es.investing.com/equities/zto-express-cayman-inc
Hannover Re;HVRRY;2021- 30/09;6623.04;2021- 30/06;6264.7;2021- 31/03;6151.73;2020- 31/12;6115.23;undefined;undefined;0.85;0.67;-;https://es.investing.com/equities/hannover-re
Rogers Communications Inc;RCI;2021- 31/12;3919;2021- 30/09;3666;2021- 30/06;3582;2021- 31/03;3488;4.75;6.3;2.2;1.65;-;https://es.investing.com/equities/rogers-communicat
BAE Systems PLC;BAESY;2021- 30/06;9339;2020- 31/12;10097;2020- 30/06;9180;2019- 31/12;9631;10.62;8.02;0.98;1.57;-;https://es.investing.com/equities/bae-systems-plc
Kellogg Company;K;2021- 02/10;3622;2021- 03/07;3555;2021- 03/04;3584;2021- 02/01;3464;10.13;-7.57;1.56;3.19;-;https://es.investing.com/equities/kellogg-co.
Yandex NV;YNDX;2021- 30/09;91305;2021- 30/06;81402;2021- 31/03;73136;2020- 31/12;71599;-2.78;24.8;3.79;8.61;-;https://es.investing.com/equities/yandex
Bio-Rad Laboratories B;BIOb;2021- 30/09;747.05;2021- 30/06;715.93;2021- 31/03;726.8;2020- 31/12;789.84;43.9;11.31;5.68;9.14;-;https://es.investing.com/equities/bio-rad-laboratories-b
SSE PLC ADR;SSEZY;2021- 30/09;3543.5;2021- 31/03;4010;2020- 30/09;2816.4;2020- 31/03;3748.4;15.56;15.35;2.22;2.21;-;https://es.investing.com/equities/sse-plc
Live Nation Entertainment Inc;LYV;2021- 30/09;2698.72;2021- 30/06;575.95;2021- 31/03;290.61;2020- 31/12;237.38;-13.17;-0.63;6;18.4;-;https://es.investing.com/equities/live-nation-entertainment-inc
Chewy Inc;CHWY;2021- 31/10;2212.16;2021- 01/08;2155.04;2021- 02/05;2135.18;2021- 31/01;2043.01;2.71;10.7;2.09;5.99;-;https://es.investing.com/equities/chewy-inc
CarMax Inc;KMX;2021- 30/11;8527.76;2021- 31/08;7988.36;2021- 31/05;7697.6;2021- 28/02;5164.26;5.59;24.75;0.58;3.77;-;https://es.investing.com/equities/carmax-inc
Entergy Corporation;ETR;2021- 30/09;3353.53;2021- 30/06;2822.07;2021- 31/03;2844.84;2020- 31/12;2370.1;2.5;2.65;1.93;4.34;-;https://es.investing.com/equities/entergy-corp
Alnylam Pharmaceuticals Inc;ALNY;2021- 30/09;187.63;2021- 30/06;220.55;2021- 31/03;177.57;2020- 31/12;163.56;-29.46;13.92;20.3;449.93;-;https://es.investing.com/equities/alnylam-pharmaceuticals
Novozymes AS;NVZMY;2021- 30/09;3761;2021- 30/06;3580;2021- 31/03;3776;2020- 31/12;3446;19.11;15.03;7.27;7.42;-;https://es.investing.com/equities/novozymes-as
Pool Corporation;POOL;2021- 30/09;1411.45;2021- 30/06;1787.83;2021- 31/03;1060.74;2020- 31/12;839.26;45.17;23.53;3.55;2.35;Vender;https://es.investing.com/equities/pool-corp
Huaneng Power International Inc;HNP;2021- 30/06;94174.36;2020- 31/12;89412.52;2020- 30/06;78239.81;2019- 31/12;89496.98;0.25;-0.33;0.55;3.93;-;https://es.investing.com/equities/huaneng-power-intl
Bio-Rad Laboratories Inc;BIO;2021- 30/09;747.05;2021- 30/06;715.93;2021- 31/03;726.8;2020- 31/12;789.84;43.9;11.2;5.68;9.33;-;https://es.investing.com/equities/bio-rad-laboratories-inc
FirstEnergy Corporation;FE;2021- 30/09;3124;2021- 30/06;2622;2021- 31/03;2726;2020- 31/12;2537;2.56;2.65;2.04;4.34;-;https://es.investing.com/equities/first-energy
Tradeweb Markets Inc;TW;2021- 30/09;265.32;2021- 30/06;260.84;2021- 31/03;273.4;2020- 31/12;233.08;5.86;21.42;18.14;9.26;Vender;https://es.investing.com/equities/tradeweb-markets-inc
Komatsu Ltd;KMTUY;2021- 30/09;643134;2021- 30/06;648266;2021- 31/03;676202;2020- 31/12;555593;6.65;11.37;1.09;6.39;-;https://es.investing.com/equities/komatsu-ltd
Monolithic Power Systems Inc;MPWR;2021- 30/09;323.52;2021- 30/06;293.32;2021- 31/03;254.46;2020- 31/12;233.04;18.69;23.26;15.07;14.6;-;https://es.investing.com/equities/monolithic-power
Symrise Ag PK;SYIEY;2021- 30/06;1907.91;2020- 31/12;1699.25;2020- 30/06;1821.2;2019- 31/12;1715.52;6.83;9.02;4.2;1.58;Vender;https://es.investing.com/equities/symrise-ag-pk
Federal National Mortgage Association Pref F;FNMAP;2021- 30/09;25092;2021- 30/06;25209;2021- 31/03;23646;2020- 31/12;24951;0.54;0.51;0.01;0.01;-;https://es.investing.com/equities/fannie-mae-pfd-f
Ares Management Corp Class A;ARES;2021- 30/09;948.72;2021- 30/06;1953.21;2021- 31/03;658.39;2020- 31/12;658.01;7.21;22.04;5.94;9.29;-;https://es.investing.com/equities/ares-management-lp
Galaxy Entertainment Group Ltd ADR;GXYYY;2021- 30/06;10660.58;2020- 31/12;6653.43;2020- 30/06;6222.66;2019- 31/12;25682.52;-0.22;-2.18;11.52;6.05;Vender;https://es.investing.com/equities/galaxy-entertainment-adr
Ke Holdings Inc;BEKE;2021- 30/09;18096.14;2021- 30/06;24173.53;2021- 31/03;20697.05;2020- 31/12;22670.65;2.28;3.62;1.63;214.96;-;https://es.investing.com/equities/ke-holdings-inc
Discovery Communications B Inc;DISCB;2021- 30/09;3150;2021- 30/06;3062;2021- 31/03;2792;2020- 31/12;2886;4.92;5.19;1.06;4.24;-;https://es.investing.com/equities/discovery-communications-(b)
Catalent Inc;CTLT;2021- 30/09;1025;2021- 30/06;1188.2;2021- 31/03;1053.3;2020- 31/12;910.8;7.38;14.81;3.97;7.06;-;https://es.investing.com/equities/catalent-inc
Fresenius SE & Co KGaA ADR;FSNUY;2021- 30/06;9246;2021- 31/03;8984;2020- 31/12;9304;2020- 30/09;8918;5.87;5.17;0.56;1.31;-;https://es.investing.com/equities/fresenius-se---co-kgaa
TransUnion;TRU;2021- 30/09;791.6;2021- 30/06;774.2;2021- 31/03;745.3;2020- 31/12;698.7;7.37;7.52;6.11;7.24;-;https://es.investing.com/equities/transunion
Broadridge Financial Solutions Inc;BR;2021- 30/09;1192.9;2021- 30/06;1531.6;2021- 31/03;1389.8;2020- 31/12;1054.9;9.92;16.17;3.39;24.25;-;https://es.investing.com/equities/broadridge-financial-solutions
Federal National Mortgage Association Pref Non Cum G;FNMAO;2021- 30/09;25092;2021- 30/06;25209;2021- 31/03;23646;2020- 31/12;24951;0.54;0.51;0.01;0.01;-;https://es.investing.com/equities/fannie-mae-noncum-g
Ferrovial SA;FRRVY;2021- 30/06;1600;2021- 31/03;1365;2020- 31/12;1772;2020- 30/09;1655;-0.8;1.58;2.73;1.85;-;https://es.investing.com/equities/ferrovial-sa-drc
ViacomCBS Inc;VIACA;2021- 30/09;6610;2021- 30/06;6564;2021- 31/03;7412;2020- 31/12;6225;7.18;5.19;0.76;4.24;-;https://es.investing.com/equities/viacomcbs-inc
Xylem Inc;XYL;2021- 30/09;1265;2021- 30/06;1351;2021- 31/03;1256;2020- 31/12;1373;6.61;11.37;3.45;6.39;-;https://es.investing.com/equities/xylem
Waters Corporation;WAT;2021- 02/10;659.23;2021- 03/07;681.65;2021- 03/04;608.54;2020- 31/12;786.66;31.58;11.2;6.84;9.33;-;https://es.investing.com/equities/waters-corp
Tsingtao Brewery Co Ltd;TSGTY;2021- 30/09;8480.23;2021- 30/06;9363.43;2021- 31/03;8927.73;2020- 31/12;3337.63;10.96;30.45;3.42;9.83;-;https://es.investing.com/equities/tsingtao-brewery-co-ltd
Trimble Inc;TRMB;2021- 01/10;901.4;2021- 02/07;945.2;2021- 02/04;886.5;2021- 01/01;829.7;9.89;9.78;4.73;7.8;-;https://es.investing.com/equities/trimble-navigation-ltd
EDP Energias de Portugal SA ADR;EDPFY;2006- 30/09;7753.6;2006- 30/06;5241.9;2006- 31/03;2760;2005- 31/12;9883.21;7.5;2.65;1.75;4.34;-;https://es.investing.com/equities/edp-energias-de-portugal-sa
Quest Diagnostics Incorporated;DGX;2021- 30/09;2774;2021- 30/06;2550;2021- 31/03;2720;2020- 31/12;3002;18.7;4.07;1.5;1.67;-;https://es.investing.com/equities/quest-diag
Fox Corp Class A;FOXA;2021- 30/09;3045;2021- 30/06;2890;2021- 31/03;3215;2020- 31/12;4087;8.93;5.19;1.59;4.24;-;https://es.investing.com/equities/fox-corp
Telenor ASA ADR;TELNY;2021- 30/09;27411;2021- 30/06;27158;2021- 31/03;27517;2020- 31/12;23977;9.64;6.56;1.95;3.51;-;https://es.investing.com/equities/telenor-asa
Country Garden Holdings Company Ltd ADR;CTRYY;2021- 30/06;234930;2020- 31/12;277899;2020- 30/06;184957;2019- 31/12;283902;12.31;8.31;0.23;3.35;-;https://es.investing.com/equities/country-garden-adr
Elanco Animal Health Inc;ELAT;2021- 30/09;1131;2021- 30/06;1279;2021- 31/03;1242;2020- 31/12;1139.7;-4.57;14.81;2.46;7.06;-;https://es.investing.com/equities/elanco-animal-health-inc-u
Uipath Inc;PATH;2021- 31/10;220.82;2021- 31/07;195.52;2021- 30/04;186.22;2021- 31/01;207.88;13.95;undefined;20.82;29.76;-;https://es.investing.com/equities/uipath
ENN Energy Holdings Ltd;XNGSY;2021- 30/06;41232;2020- 31/12;40074;2020- 30/06;31543;2019- 31/12;34839;17.74;12.09;1.39;2.25;-;https://es.investing.com/equities/enn-energy-holdings-ltd
Yum China Holdings Inc;YUMC;2021- 30/09;2554;2021- 30/06;2451;2021- 31/03;2557;2020- 31/12;2259;8.24;-4.34;1.94;9.8;-;https://es.investing.com/equities/yum-china-holdings-inc
Ulta Beauty Inc;ULTA;2021- 30/10;1995.78;2021- 31/07;1967.21;2021- 01/05;1938.52;2021- 30/01;2198.7;23.77;24.74;2.35;3.74;-;https://es.investing.com/equities/ulta-salon-cosmetics---fragrance
Aeon Co Ltd ADR;AONNY;2021- 30/11;2105648;2021- 31/08;2191704;2021- 31/05;2153215;2021- 28/02;2211372;0.9;6.81;0.26;0.76;-;https://es.investing.com/equities/aeon-co-ltd
UCB SA ADR;UCBJY;2021- 30/06;2778;2020- 31/12;2739;2020- 30/06;2608;2019- 31/12;2590;8.83;6.79;3.09;16.32;Comprar;https://es.investing.com/equities/ucb-sa
Continental AG PK;CTTAY;2021- 30/09;8040.5;2021- 30/06;8354.4;2021- 31/03;8575.3;2020- 31/12;10894.6;5.95;-1.76;0.48;9.33;-;https://es.investing.com/equities/continental-ag-pk
Kingspan Group PLC ADR;KGSPY;2021- 30/06;2920.1;2020- 31/12;2503.3;2020- 30/06;2072.7;2019- 31/12;2416;12.52;12.52;2.75;2.79;-;https://es.investing.com/equities/kingspan-adr
JB Hunt Transport Services Inc;JBHT;2021- 31/12;3496.97;2021- 30/09;3144.81;2021- 30/06;2908.37;2021- 31/03;2618.15;15.36;5.45;1.62;6.5;Comprar;https://es.investing.com/equities/j.b.-hunt-transpo
Tyler Technologies Inc;TYL;2021- 30/09;459.87;2021- 30/06;404.07;2021- 31/03;294.8;2020- 31/12;283.29;5.52;13.95;12.31;29.76;-;https://es.investing.com/equities/tyler-technologies-inc
Shionogi & Co Ltd ADR;SGIOY;2021- 30/09;76119;2021- 30/06;68965;2021- 31/03;72758;2020- 31/12;75966;13.06;10.17;6.7;4.3;Vender;https://es.investing.com/equities/shionogi-adr
CGI Inc;GIB;2021- 30/09;3007.46;2021- 30/06;3021.35;2021- 31/03;3078.54;2020- 31/12;3019.44;11.85;15.48;1.85;24.64;-;https://es.investing.com/equities/cgi-group?cid=21024
Raymond James Financial Inc;RJF;2021- 30/09;2730;2021- 30/06;2511;2021- 31/03;2409;2020- 31/12;2260;12.63;21.42;2.54;9.26;-;https://es.investing.com/equities/raymond-james-financial-inc
SS&C Technologies Holdings Inc;SSNC;2021- 30/09;1264.4;2021- 30/06;1259;2021- 31/03;1233.4;2020- 31/12;1203.4;5.52;13.95;3.92;29.76;-;https://es.investing.com/equities/ss-c-technologies
Henderson Land Development;HLDCY;2021- 30/06;8792;2020- 31/12;14077;2020- 30/06;10943;2019- 31/12;16055;3.46;8.47;7.2;3.49;Vender;https://es.investing.com/equities/henderson-land-development
Halliburton Company;HAL;2021- 31/12;4277;2021- 30/09;3860;2021- 30/06;3707;2021- 31/03;3451;8.57;-0.45;1.8;1.79;-;https://es.investing.com/equities/halliburton-co
Teledyne Technologies Incorporated;TDY;2022- 02/01;1375.7;2021- 03/10;1311.9;2021- 04/07;1121;2021- 04/04;805.7;5.15;9.86;4.02;8.27;-;https://es.investing.com/equities/teledyne-technologies-inc
Otsuka Holdings Co Ltd ADR;OTSKY;2021- 30/09;388602;2021- 30/06;382026;2021- 31/03;336789;2020- 31/12;355867;6.79;10.17;1.51;4.3;-;https://es.investing.com/equities/otsuka-holdings-co-ltd
NVR Inc;NVR;2021- 30/09;2400.49;2021- 30/06;2288.43;2021- 31/03;2045.93;2020- 31/12;2354.64;26.91;12.87;1.94;1.73;-;https://es.investing.com/equities/nvr-inc
Associated British Foods plc;ASBFY;2021- 18/09;7571;2021- 27/02;6313;2020- 12/09;6291;2020- 29/02;7646;3.69;5.29;1.15;2.4;-;https://es.investing.com/equities/associated-british-foods-plc
Cheniere Energy Partners LP;CQP;2021- 30/09;2324;2021- 30/06;1889;2021- 31/03;1963;2020- 31/12;1997;8.5;5.2;2.82;10.12;-;https://es.investing.com/equities/cheniere-energy-partners
Jardine Matheson Holdings Ltd PK;JMHLY;2021- 30/06;17492;2020- 31/12;16741;2020- 30/06;15906;2019- 31/12;20750;0.32;1.78;1.26;1.16;-;https://es.investing.com/equities/jardine-matheson-holdings-ltd-pk
ASM International NV ADR;ASMIY;2021- 30/09;432.86;2021- 30/06;411.69;2021- 31/03;394.01;2020- 31/12;346.61;21.69;22.85;13.67;undefined;-;https://es.investing.com/equities/asm-international-nv
Carnival Plc ADS;CUK;2021- 31/08;546;2021- 31/05;50;2021- 28/02;26;2020- 30/11;33;-21.51;-4.99;32.91;9.67;Vender;https://es.investing.com/equities/carnival-plc-ads
Wayfair Inc;W;2021- 30/09;3121.08;2021- 30/06;3857.63;2021- 31/03;3477.52;2020- 31/12;3670.85;3.95;10.7;1.04;5.99;-;https://es.investing.com/equities/wayfair-inc
Blue Owl Capital Inc;OWL;2021- 30/09;247.88;2021- 30/06;179.26;2021- 31/03;108.22;2020- 31/12;249.81;22.04;undefined;9.29;undefined;-;https://es.investing.com/equities/altimar-acquisition
MTN Group Ltd PK;MTNOY;2021- 30/06;86673;2020- 31/12;95285;2020- 30/06;84076;2019- 31/12;78955;4.32;8.32;1.74;2.08;-;https://es.investing.com/equities/mtn-group-ltd-pk
Ventas Inc;VTR;2021- 30/09;976.08;2021- 30/06;919.19;2021- 31/03;910.29;2020- 31/12;921.16;0.9;3.89;5.47;13.15;-;https://es.investing.com/equities/ventas-inc
Imperial Brands PLC;IMBBY;2021- 30/09;17223;2021- 31/03;15568;2020- 30/09;17890;2020- 31/03;14672;15.7;22.67;0.5;3.42;-;https://es.investing.com/equities/imperial-tobacco-group-plc
Advanced Info Service Public;AVIFY;2021- 30/09;42376.55;2021- 30/06;42756.92;2021- 31/03;45861.17;2020- 31/12;46073.97;10.6;6.4;3.73;1.62;Vender;https://es.investing.com/equities/advanced-info-service-public
Boston Properties Inc;BXP;2021- 30/09;730.06;2021- 30/06;1427.5;2021- 31/03;713.7;2020- 31/12;665.09;3.23;3.86;5.97;12.69;-;https://es.investing.com/equities/boston-ppty
Akzo Nobel NV ADR;AKZOY;2021- 30/09;2410;2021- 30/06;2511;2021- 31/03;2263;2020- 31/12;2209;8.91;6.82;1.81;3.65;-;https://es.investing.com/equities/akzo-nobel-nv
NetApp Inc;NTAP;2021- 29/10;1566;2021- 30/07;1458;2021- 30/04;1555;2021- 29/01;1470;16.34;40.45;3.08;22.39;-;https://es.investing.com/equities/network-appliance-inc
ZALANDO SE ADR;ZLNDY;2021- 30/09;2283.4;2021- 30/06;2733.1;2021- 31/03;2237.8;2020- 31/12;2573.3;7.38;-10.78;1.74;4.3;-;https://es.investing.com/equities/zalando-adr
Hologic Inc;HOLX;2021- 25/09;1316.6;2021- 26/06;1168.3;2021- 27/03;1537.6;2020- 26/12;1609.8;27.6;10.18;3.04;124.85;-;https://es.investing.com/equities/hologic-inc
Fox Corp Class B;FOX;2021- 30/09;3045;2021- 30/06;2890;2021- 31/03;3215;2020- 31/12;4087;8.93;5.18;1.59;4.42;-;https://es.investing.com/equities/fox-corp-b
Cooper Companies Inc;COO;2021- 31/10;759.1;2021- 31/07;763.4;2021- 30/04;719.5;2021- 31/01;680.5;40.32;9.96;6.42;152.92;-;https://es.investing.com/equities/cooper-companies-inc
Zhongsheng Group Holdings Ltd ADR;ZSHGY;2021- 30/06;87361.27;2020- 31/12;90144.95;2020- 30/06;58203.12;2019- 31/12;66629.96;16.94;14.73;0.66;3.29;-;https://es.investing.com/equities/zhongsheng-adr
UDR Inc;UDR;2021- 30/09;329.77;2021- 30/06;311.35;2021- 31/03;301.44;2020- 31/12;302.38;0.78;3.86;13.56;12.69;-;https://es.investing.com/equities/udr
Surgutneftegaz OAO;SGTPY;2021- 30/06;855307;2020- 31/12;575767;2020- 30/06;499455;2019- 31/12;763508;8.32;11.55;1.09;1.53;-;https://es.investing.com/equities/surgutneftegaz-oao
Surgutneftegaz ADR;SGTZY;2021- 30/06;855307;2020- 31/12;575767;2020- 30/06;499455;2019- 31/12;763508;8.32;5.2;1.06;10.12;-;https://es.investing.com/equities/surgutneftegaz
Principal Financial Group Inc;PFG;2021- 30/09;3423.7;2021- 30/06;3539.4;2021- 31/03;3208.5;2020- 31/12;3765.1;8.99;undefined;1.38;1.75;-;https://es.investing.com/equities/principal-fin
Genuine Parts Co;GPC;2021- 30/09;4818.85;2021- 30/06;4783.74;2021- 31/03;4464.71;2020- 31/12;4251.59;10.93;23.31;1.01;2.38;-;https://es.investing.com/equities/genuine-parts-co
Domino’s Pizza Inc;DPZ;2021- 12/09;997.99;2021- 20/06;1032.47;2021- 28/03;983.7;2021- 03/01;1356.57;44.05;-4.34;3.58;9.8;-;https://es.investing.com/equities/dominos-pizza-inc
Nissan Motor Co Ltd ADR;NSANY;2021- 30/09;1938750;2021- 30/06;2008247;2021- 31/03;2545125;2020- 31/12;2224760;0.81;5.24;0.3;5548.08;-;https://es.investing.com/equities/nissan-motor-co-ltd
Niagara Mohawk Power Corp Pc Pref;NMK_pc;2007- 31/12;1036.25;2007- 30/09;961.5;2007- 30/06;989.07;2007- 31/03;1233.14;1.77;2.64;0.03;4.17;-;https://es.investing.com/equities/niagara-mohawk-power-corp-pc-pref
Hewlett Packard Enterprise Co;HPE;2021- 31/10;7354;2021- 31/07;6897;2021- 30/04;6700;2021- 31/01;6833;9.49;40.6;0.74;16.22;-;https://es.investing.com/equities/hewlett-packard-enterprise-co
Suzuki Motor Corp ADR;SZKMY;2021- 30/09;828236;2021- 30/06;845350;2021- 31/03;1002677;2020- 31/12;905285;11.24;7.37;0.66;0.88;-;https://es.investing.com/equities/suzuki-motor-corp
Bilibili Inc;BILI;2021- 30/09;5206.57;2021- 30/06;4495.25;2021- 31/03;3901.07;2020- 31/12;3840.13;-22.81;-0.63;4.24;18.4;-;https://es.investing.com/equities/bilibili-inc
ViacomCBS Inc;VIAC;2021- 30/09;6610;2021- 30/06;6564;2021- 31/03;7412;2020- 31/12;6225;7.18;5.19;0.76;4.24;-;https://es.investing.com/equities/viacom-cl-b
Niagara Mohawk Power Corp Pb Pref;NMK_pb;2007- 31/12;1036.25;2007- 30/09;961.5;2007- 30/06;989.07;2007- 31/03;1233.14;1.77;2.65;0.03;4.34;-;https://es.investing.com/equities/niagara-mohawk-power-corp-pb-pref
Mitsui Fudosan Co Ltd ADR;MTSFY;2021- 30/09;548159;2021- 30/06;448703;2021- 31/03;539519;2020- 31/12;670634;3.17;4.68;1.06;1.7;-;https://es.investing.com/equities/mitsui-fudosan-adr
MGM Resorts International;MGM;2021- 30/09;2707.54;2021- 30/06;2267.96;2021- 31/03;1647.75;2020- 31/12;1493.54;2.04;-4.99;2.35;9.67;Comprar;https://es.investing.com/equities/mgm-mirage
Daiwa House Industry Co Ltd ADR;DWAHY;2021- 30/09;1121524;2021- 30/06;920658;2021- 31/03;1122588;2020- 31/12;1037733;5.87;4.69;0.53;1.76;-;https://es.investing.com/equities/daiwa-house-industry-co-ltd
Darden Restaurants Inc;DRI;2021- 28/11;2272.2;2021- 29/08;2306;2021- 30/05;2279.2;2021- 28/02;1733;10.86;-4.34;2.01;9.8;-;https://es.investing.com/equities/dardem-rest
Diamondback Energy Inc;FANG;2021- 30/09;1910;2021- 30/06;1681;2021- 31/03;1184;2020- 31/12;769;2.6;5.2;4.2;10.12;-;https://es.investing.com/equities/diamondback-energy-inc
Snam SpA ADR;SNMRY;2021- 30/09;807;2021- 30/06;1527;2021- 31/03;717;2020- 31/12;1424;5.7;undefined;5.44;4.85;-;https://es.investing.com/equities/snam-spa
Wilmar International Ltd;WLMIY;2021- 30/06;29534.42;2020- 31/12;27869.08;2020- 30/06;22657.72;2019- 31/12;11250.36;7.66;8.27;0.35;0.68;-;https://es.investing.com/equities/wilmar-international-ltd
Healthpeak Properties Inc;PEAK;2021- 30/09;481.46;2021- 30/06;476.24;2021- 31/03;455.28;2020- 31/12;1644.88;0.75;3.86;10.04;12.69;-;https://es.investing.com/equities/hcp-inc
Brown & Brown Inc;BRO;2021- 30/09;770.3;2021- 30/06;1542.63;2021- 31/03;815.28;2020- 31/12;642.11;8.77;8.99;5.92;1.75;Vender;https://es.investing.com/equities/brown---brown-inc
Akamai Technologies Inc;AKAM;2021- 30/09;860.33;2021- 30/06;852.82;2021- 31/03;842.71;2020- 31/12;846.29;8.86;15.48;5.26;24.64;-;https://es.investing.com/equities/akamai-technologies-inc
Air China Ltd ADR;AIRYY;2021- 30/06;37663.8;2020- 31/12;39857.98;2020- 30/06;29645.77;2019- 31/12;70867.6;-6.47;-5.62;1.57;1.24;-;https://es.investing.com/equities/air-china-adr
Swiss Life Holding AG ADR;SZLMY;2021- 30/06;10417;2020- 31/12;10023;2020- 30/06;13225;2019- 31/12;9454;undefined;undefined;0.92;0.83;-;https://es.investing.com/equities/swiss-life-adr
CMS Energy Corporation;CMS;2021- 30/09;1725;2021- 30/06;1558;2021- 31/03;2013;2020- 31/12;1798;2.84;2.84;2.58;2.62;-;https://es.investing.com/equities/cms-energy-corp
Cincinnati Financial Corporation;CINF;2021- 30/09;1785;2021- 30/06;2295;2021- 31/03;2227;2020- 31/12;2694;8.96;undefined;2.03;1.79;-;https://es.investing.com/equities/cincinnati-fin
Take-Two Interactive Software Inc;TTWO;2021- 30/09;858.2;2021- 30/06;813.35;2021- 31/03;839.43;2020- 31/12;860.89;14.91;-1.31;5.38;19.32;-;https://es.investing.com/equities/take-two-interactive
China Longyuan Power Group Corp Ltd ADR;CLPXY;2021- 30/09;7709.95;2021- 30/06;8673.77;2021- 31/03;9202.99;2020- 31/12;8681.41;4.05;undefined;6.75;2.14;Vender;https://es.investing.com/equities/china-longyuan-power-adr
Croda International PLC ADR;COIHY;2021- 30/06;934;2020- 31/12;717.4;2020- 30/06;672.9;2019- 31/12;663;10.93;8.64;6.66;5.91;-;https://es.investing.com/equities/croda-international
Avangrid Inc;AGR;2021- 30/09;1598;2021- 30/06;1477;2021- 31/03;1966;2020- 31/12;1669;2.01;2.65;2.62;4.34;-;https://es.investing.com/equities/avangrid-inc
Nice Ltd ADR;NICE;2021- 30/09;490.4;2021- 30/06;456.03;2021- 31/03;455.02;2020- 31/12;434.58;5.97;13.95;8.36;29.76;-;https://es.investing.com/equities/nice-systems-ltd
